subjectROR	subjectLabel	predicate	predicateLabel	objectROR	objectLabel
04d4sd432	University of Sfax	P527	has part(s)	040a4rx48	Institut Supérieur du Sport et de l’Éducation Physique de Sfax
004046r88	Cw Private Hospital	P361	part of	02wnqcb97	National Health Service
043rxf076		P527	has part(s)	02rx3b187	Grenoble Alpes University
01d1n9n57	Ministry of Agriculture & Farmers Welfare	P361	part of	036h6g940	Government of India
03dr9am58	Eduserv	P361	part of	01rv9gx86	Jisc
02j7n9748	Lancashire Teaching Hospitals NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
03k879d12	Seqirus (United States)	P361	part of	028vcv574	Seqirus (United Kingdom)
03ymk3103	University of Washington School of Medicine	P361	part of	00cvxb145	University of Washington
0433s0254	Morelia Institute of Technology	P361	part of	00davry38	National Technological Institute of Mexico
05rrcem69	University of California, Davis	P527	has part(s)	05t6gpm70	University of California Davis Medical Center
04eg5s337	Mediterranean Universities Union	P527	has part(s)	04nqts970	Tishreen University
0371gg960		P361	part of	02dqehb95	Purdue University West Lafayette
0419fj215	Aerospace Information Research Institute	P527	has part(s)	02cjszf03	Institute of Remote Sensing and Digital Earth
03m51nf34	NIHR Barts Cardiovascular Biomedical Research Unit	P361	part of	02wnqcb97	National Health Service
058xqe166	Kingston Hospital NHS Trust	P361	part of	02wnqcb97	National Health Service
00afp2z80	University of Liège	P527	has part(s)	044s61914	Centre Hospitalier Universitaire de Liège
032hdk172	University of Mumbai	P527	has part(s)	04bdjet71	
019vv3z40	Pen-Faulkner Foundation	P361	part of	02b8fww89	Pen International
01mqsmm97	Hospital Regional Universitario de Málaga	P527	has part(s)	03z6cqs20	Hospital Materno-Infantil
01g0jwx42		P361	part of	0198v2949	Rio de Janeiro State University
054dxrt80		P361	part of	02gfc7t72	Spanish National Research Council
03jsy7y79	Ministry of Women and Child Development	P361	part of	036h6g940	Government of India
013aa1717	Isle of Wight NHS Trust	P361	part of	02wnqcb97	National Health Service
03mq8zc85	Central Middlesex Hospital	P361	part of	02wnqcb97	National Health Service
040at4140	International Federation of Red Cross and Red Crescent Societies	P527	has part(s)	0284e2q78	American Red Cross
036f4sz05	Łukasiewicz Research Network	P527	has part(s)	01zwfkr30	Łukasiewicz Research Network - Textile Research Institute
04gwbew76	Ministry of Ecology and Environment	P361	part of	02fzqav45	State Council of the People's Republic of China
00z1y4j19	University Hospital of Hartlepool	P361	part of	02wnqcb97	National Health Service
056y4sn81	Evangelisches Krankenhaus Göttingen-Weende	P361	part of	02v2egw15	Diakonie Deutschland
03mc19e15	Weston General Hospital	P361	part of	02wnqcb97	National Health Service
04ahb2147	Centre de recherche français à Jérusalem	P361	part of	03q2wez45	Instituts Français de Recherche à L'Étranger
00n8bqs64	Institute of Informatics Problems	P527	has part(s)	01vgda714	Dorodnitsyn Computing Centre
03971n288	Hospital Universitario Doctor Peset	P361	part of	043nxc105	University of Valencia
003y2vw22	Worcester Art Museum	P527	has part(s)	05kka2g19	John W. Higgins Armory
04s4s0979	NIHR Leicester Respiratory Biomedical Research Unit	P361	part of	02wnqcb97	National Health Service
00rncr820		P361	part of	000e0be47	Northwestern University
00xe5zs60	Birmingham Women's Hospital	P361	part of	02wnqcb97	National Health Service
040at4140	International Federation of Red Cross and Red Crescent Societies	P527	has part(s)	044s9gr80	Japanese Red Cross Society, Japan
01pyd3y08	Brampton War Memorial Hospital	P361	part of	02wnqcb97	National Health Service
03jrh3t05	Royal Devon and Exeter Hospital	P361	part of	02wnqcb97	National Health Service
046rmzh87	Bensham Hospital	P361	part of	02wnqcb97	National Health Service
03jcejr58	The Institute of Statistical Mathematics	P361	part of	04p4e8t29	Research Organization of Information and Systems
03g47g866	University Hospitals of North Midlands NHS Trust	P361	part of	02wnqcb97	National Health Service
01g4rg913	Rajabhat University System	P527	has part(s)	03y12yp46	Nakhon Pathom Rajabhat University
03ftn5w97	Basque Culinary Center	P361	part of	00wvqgd19	Mondragon University
00jnds476		P361	part of	01zqcg218	Kyung Hee University
03gna4510	NIHR Bristol Cardiovascular Biomedical Research Unit	P361	part of	02wnqcb97	National Health Service
02kzqn938	University of Lille	P527	has part(s)	0002cnv45	École Nationale Supérieure des Arts et Industries Textiles
02y9g2b52	Morehouse College	P527	has part(s)	047p7y759	Pace University
02nx8n605	TU9	P527	has part(s)	04xfq0f34	RWTH Aachen University
02d5jz365	Open Invention Network (United States)	P527	has part(s)	00d0nc645	Microsoft (United States)
036f4sz05	Łukasiewicz Research Network	P527	has part(s)	03j7efk91	New Chemical Syntheses Institute
02x0ymb50	Council for Mental Health	P527	has part(s)	00jg41573	Norwegian Physiotherapist Association
034nvrd87	Royal Berkshire NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
04t0qbt32	Technological University Dublin	P527	has part(s)	029nmgq20	Dublin Institute of Technology
03734cd59	Instituto Nacional de Rehabilitación	P361	part of	0082wq496	Secretaria de Salud
00wz2vk41	Center for Mathematical Modeling	P361	part of	047gc3g35	University of Chile
046xy0k58	NIHR Wellcome Trust Southampton Clinical Research Facility	P361	part of	02wnqcb97	National Health Service
0286eck14	Istituto Agronomico Mediterraneo di Bari	P361	part of	04abkkz03	International Centre for Advanced Mediterranean Agronomic Studies
049wv9211	Elizabeth Glaser Pediatric AIDS Foundation	P361	part of	00vzqmg54	Elizabeth Glaser Pediatric AIDS Foundation
03wc8tg09	Jessop Hospital	P361	part of	02wnqcb97	National Health Service
03d4ecn10	Naval Surface Warfare Center	P527	has part(s)	04mfmy854	NSWC Crane Division
04eg5s337	Mediterranean Universities Union	P527	has part(s)	04fjtte88	Süleyman Demirel University
01w4yqf75	Marqués de Valdecilla University Hospital	P361	part of	04573k719	Servicio Cántabro de Salud
03jzczt57	International Institute for Strategic Studies	P361	part of	023j5sb16	International Institute for Strategic Studies
03b2h3x98	Paul Gerhardt Diakonie	P361	part of	02v2egw15	Diakonie Deutschland
037yznf56	Ministry of Natural Resources and Environment	P527	has part(s)	00p68mm48	
05q84se63	Nordic Africa Institute	P361	part of	01251sa74	Ministry for Foreign Affairs
016sj4q14	Buckingham Community Hospital	P361	part of	02wnqcb97	National Health Service
01q2nz307	Baystate Medical Center	P361	part of	02x011m46	Baystate Health
05rke5d69	Institut Barcelona d'Estudis Internacionals	P361	part of	021018s57	University of Barcelona
01g4rg913	Rajabhat University System	P527	has part(s)	04688a324	Nakhon Ratchasima Rajabhat University
01g4rg913	Rajabhat University System	P527	has part(s)	049v2fv58	Muban Chombueng Rajabhat University
01pphqm45	Kazan Institute of Biochemistry and Biophysics	P361	part of	00g4bcb66	Kazan Scientific Center
04eg5s337	Mediterranean Universities Union	P527	has part(s)	03mzvxz96	University of Aleppo
0008wzh48	Royal Marsden NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
04cepy814	Hospital Juárez de México	P361	part of	0082wq496	Secretaria de Salud
042asnw05	Castle Hill Hospital	P361	part of	02wnqcb97	National Health Service
042veyr10	Länsstyrelsen Hallands Län	P361	part of	0035nx336	Ministry of Finance
03re3pg25		P361	part of	04sjchr03	Université Laval
03jr65e79	African Capacity Building Foundation	P361	part of	020ktwj02	African Union
04eg5s337	Mediterranean Universities Union	P527	has part(s)	00pg6eq24	University of Strasbourg
02f4ya153	Barro Colorado Island	P361	part of	01pp8nd67	Smithsonian Institution
02ets8c94		P361	part of	05gxnyn08	Indiana University – Purdue University Indianapolis
03yzcrs31	Bradford District Care NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
04a496k07	National Health Service Wales	P361	part of	000wh6t45	Welsh Government
05rke5d69	Institut Barcelona d'Estudis Internacionals	P361	part of	04n0g0b29	Pompeu Fabra University
04att9732	Minnesota State University, Mankato	P361	part of	014qpa824	Minnesota State Colleges and Universities System
04eg5s337	Mediterranean Universities Union	P527	has part(s)	024kjbt21	Duhok Polytechnic University
02gfnab20	Bridgnorth Community Hospital	P361	part of	02wnqcb97	National Health Service
00q75av54	South Tyneside District Hospital	P361	part of	02wnqcb97	National Health Service
02y9g2b52	Morehouse College	P527	has part(s)	00nsyd297	Widener University
01j5zzr31	Open Group	P527	has part(s)	05scq4290	DXC Technology (United States)
00vexz648	Mahindra Forgings (Germany)	P361	part of	05mxsz225	Mahindra Group (India)
033pj6j32	National Institute of Economic Research	P361	part of	0035nx336	Ministry of Finance
03x53g461		P361	part of	05kpkpg04	Centre de Coopération Internationale en Recherche Agronomique pour le Développement
03rkhvv36	Physical and Technical Institute	P361	part of	02j8pe645	National Academy of Sciences of Belarus
00f3x4340	Spanish Institute of Oceanography	P527	has part(s)	0580ctc67	
04fawj142		P361	part of	04mq2g308	University of Applied Sciences and Arts Northwestern Switzerland
0333vk137	Minehead Community Hospital	P361	part of	02wnqcb97	National Health Service
03wz10q85		P361	part of	0187kwz08	National Institute for Health Research
00p18zw56	Alder Hey Children's NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
02qsmb048	University of Belgrade	P527	has part(s)	00g1dnz14	
00c4zhw53	Open Group	P527	has part(s)	059mq0909	Siemens (Germany)
050th9p79	Scunthorpe General Hospital	P361	part of	02wnqcb97	National Health Service
02vqh3346	James Cook University Hospital	P361	part of	02wnqcb97	National Health Service
0104paa34		P361	part of	02gyps716	University of Évora
059zr1469		P361	part of	043htjv09	CY Cergy Paris University
04v2q5t19	Barcelona Digital Centro Tecnológico	P361	part of	023yvt917	
03nkk3987	Worcestershire Health and Care NHS Trust	P361	part of	02wnqcb97	National Health Service
0125qer46	Die Johanniter	P361	part of	02v2egw15	Diakonie Deutschland
0079vgv93	Edwards Air Force Base	P361	part of	02m4c1x70	
01j5zzr31	Open Group	P527	has part(s)	02nbb5780	HCL Technologies (India)
00cz47042	National Museum of Natural History	P527	has part(s)	00ga81413	Smithsonian Marine Station
051eyp684	Institute for the International Education of Students	P361	part of	030v00e77	Institute for the International Education of Students
04nm1cv11	University Hospitals Bristol NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
036f4sz05	Łukasiewicz Research Network	P527	has part(s)	05dmdhx59	Institute of Ceramics and Building Materials
048r9g705	Royal Albert Memorial Museum	P361	part of	03f22z049	Exeter City Council
052tpj472		P361	part of	01tmp8f25	Universidad Nacional Autónoma de México
04dkzbv90	Society for Personality and Social Psychology	P361	part of	00rt1d436	American Psychological Association
04eg5s337	Mediterranean Universities Union	P527	has part(s)	059bgad73	Middle East University
04041kj44	Financial Stability Board	P361	part of	00d062t77	Bank for International Settlements
01y343k91		P361	part of	02qsmb048	University of Belgrade
026c02f25	Kazan E. K. Zavoisky Physical-Technical Institute	P361	part of	00g4bcb66	Kazan Scientific Center
00zg6q231	Ajuntament de Barcelona	P527	has part(s)	04qd0gm75	Institut de Cultura de Barcelona
031me7t03	Cardiff Council	P527	has part(s)	04mk8hf46	Cardiff Story Museum
03q4p1y48	Haga Hospital	P527	has part(s)	047b5av97	Juliana Kinderziekenhuis
04eg5s337	Mediterranean Universities Union	P527	has part(s)	057x6za15	University of Carthage
04wg18j80	Klinikum Saarbrücken	P361	part of	01jdpyv68	Saarland University
022w3f533	Swedish Institute	P361	part of	01251sa74	Ministry for Foreign Affairs
00rzjv003	Stretford Memorial Hospital	P361	part of	02wnqcb97	National Health Service
029k7k053	Research Institute of Medical Genetics of Russian Academy of Medical Sciences	P361	part of	01z0w8p93	Tomsk National Research Medical Center
04tbm0m52	Pinderfields Hospital	P361	part of	02wnqcb97	National Health Service
047v2cv91	Maidstone Hospital	P361	part of	02wnqcb97	National Health Service
04pvj3017	Wycliffe College	P361	part of	03dbr7087	University of Toronto
00d7h8p49		P361	part of	02n7qrg46	Paris Diderot University
04avm2781	Finnish Defence Forces	P527	has part(s)	01js4x705	National Defence University
0159w2913	Korea Institute of Toxicology	P361	part of	043k4kk20	Korea Research Institute of Chemical Technology
017cs0m08	Guisborough Primary Care Hospital	P361	part of	02wnqcb97	National Health Service
00gdcs242	MESA Hospital	P361	part of	03ewx7v96	TOBB University of Economics and Technology
0424a8630	Beijing Botanical Garden	P361	part of	02yfsfh77	
04ers2y35	University of Bremen	P361	part of	056mykw55	
0579t4s85		P361	part of	04y8cs423	Mines ParisTech
00qyh5r35	Hospital Universitario 12 De Octubre	P361	part of	02p0gd045	Universidad Complutense de Madrid
04eg5s337	Mediterranean Universities Union	P527	has part(s)	04q0nep37	UniNettuno University
029cgt552	Tunis El Manar University	P527	has part(s)	03pyhhg10	
0240hhb81	Swedish Consumer Agency	P361	part of	051y11y24	Ministry of Justice
025ny1854	George Eliot Hospital	P361	part of	02wnqcb97	National Health Service
05xc56p63	Royal Alexandra Children's Hospital	P361	part of	02wnqcb97	National Health Service
05ct91r78	Chongqing Municipal Government	P527	has part(s)	05w9erc61	Chongqing Science and Technology Commission
00686bx53	PEN American Center	P361	part of	02b8fww89	Pen International
041dcxd16	Lanchester Road Hospital	P361	part of	02wnqcb97	National Health Service
04e3sqx89	Frome Community Hospital	P361	part of	02wnqcb97	National Health Service
01g4rg913	Rajabhat University System	P527	has part(s)	00mmgx583	Suratthani Rajabhat University
02qcqwf93	Institut für Arbeitsmarkt und Berufsforschung	P361	part of	00rdva175	Federal Employment Agency
03k8zj440	Servicio de Salud de Castilla La Mancha	P361	part of	026z37f85	
055qatb41	Royal London Hospital for Integrated Medicine	P361	part of	02wnqcb97	National Health Service
019dhar59	Trinity College	P361	part of	03dbr7087	University of Toronto
04030gz13	Swedish Prison and Probation Service	P361	part of	051y11y24	Ministry of Justice
051ax8v50	Rambhai Barni Rajabhat University	P361	part of	01g4rg913	Rajabhat University System
005rvws84	Chiang Rai Rajabhat University	P361	part of	01g4rg913	Rajabhat University System
00714tm23	Air Force Space Command	P361	part of	0123ggt98	
03z1w3b90	Creighton University Medical Center	P361	part of	05wf30g94	Creighton University
01xp57w77	Beijing Municipal Government	P527	has part(s)	034k14f91	Beijing Municipal Science & Technology Commision
017a59b72	National Development and Reform Commission	P361	part of	02fzqav45	State Council of the People's Republic of China
02erz7116	Gakushūin School Corporation	P527	has part(s)	01fp49n29	Gakushuin Primary School
01s1pqt66		P361	part of	05591te55	Ludwig-Maximilians-Universität München
02j17mb51	Presence Health	P361	part of	02z7tpb72	Amita Health
04kpzy923	Princess Alexandra Hospital NHS Trust	P361	part of	02wnqcb97	National Health Service
056nq0726	Royal Lancaster Infirmary	P361	part of	02wnqcb97	National Health Service
03bag5a72	Ladoke Akintola University of Technology Teaching Hospital	P361	part of	00e16h982	Osun State University
04y3hfp43	Ministry of Agriculture of the Russian Federation	P361	part of	02hchde94	Government of Russia
02nx8n605	TU9	P527	has part(s)	03v4gjf40	Technische Universität Berlin
016e3ca54	Center of Applied Ecology & Sustainability	P361	part of	04teye511	Pontificia Universidad Católica de Chile
02g50bf58	Natural History Museum of Utah	P361	part of	03r0ha626	University of Utah
03bcyhr16	Irasia Recherche	P361	part of	03e2syc87	Maison Asie Pacifique
01rbbya36		P361	part of	01tmp8f25	Universidad Nacional Autónoma de México
00cdwy346	Freeman Hospital	P361	part of	02wnqcb97	National Health Service
03v6yxf25	National Institute of Statistics and Economic Studies	P361	part of	04nx63b17	Ministère de l'Économie et des Finances
003fj3t94	Swanage Community Hospital	P361	part of	02wnqcb97	National Health Service
011c78869	Hemel Hempstead Hospital	P361	part of	02wnqcb97	National Health Service
03xvvtc63	Brooklyn Historical Society	P361	part of	051kejp81	Brooklyn Public Library
02495e989	Université Catholique de Louvain	P527	has part(s)	03s4khd80	Cliniques Universitaires Saint-Luc
04wbz7w60	Institute of History of Material Culture	P361	part of	05qrfxd25	Russian Academy of Sciences
0172s2g64	Institut de Recherche sur le Maghreb Contemporain	P361	part of	03q2wez45	Instituts Français de Recherche à L'Étranger
04v3jxv31	Government of New Zealand	P527	has part(s)	055y4y749	Ministry for Primary Industries
01rbmj730	York Castle Museum	P361	part of	05xnmjv56	York Museums Trust
01xqpsp32	Fountain Way	P361	part of	02wnqcb97	National Health Service
03xnr5143	Barking, Havering And Redbridge University Hospitals NHS Trust	P361	part of	02wnqcb97	National Health Service
04gedeb17	Solihull Hospital	P361	part of	02wnqcb97	National Health Service
05sb89p83	Greater Manchester Mental Health NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
057qpr032	University of Bordeaux	P527	has part(s)	01b5nw197	Sciences Po Bordeaux
0276n9116	Yakub Kolas Central Scientific Library	P361	part of	02j8pe645	National Academy of Sciences of Belarus
02bmcpa10	Bibliothèque Interuniversitaire de Santé	P361	part of	05f82e368	Université Paris Cité
05eytha84		P361	part of	02wnqcb97	National Health Service
04aekkh13	International Union for Physical and Engineering Sciences in Medicine	P361	part of	005vhrs19	International Council for Science
02wbcav28		P361	part of	05591te55	Ludwig-Maximilians-Universität München
03sagfk94	Catalan Association of Public Universities	P527	has part(s)	052g8jq94	Autonomous University of Barcelona
0457avm18	Bishop Auckland Hospital	P361	part of	02wnqcb97	National Health Service
00fxxw604	Ministry of Culture	P361	part of	027acbb13	Government of the Czech Republic
037n5ae88	Hospital Reina Sofía de Murcia	P361	part of	03p3aeb86	University of Murcia
03max4q92	Izmir Atatürk Eğitim ve Araştırma Hastanesi	P361	part of	024nx4843	Izmir Kâtip Çelebi University
000ttz716	Ludlow Community Hospital	P361	part of	02wnqcb97	National Health Service
01je02926	Liverpool Heart and Chest Hospital NHS Trust	P361	part of	02wnqcb97	National Health Service
029nmgq20	Dublin Institute of Technology	P361	part of	04t0qbt32	Technological University Dublin
04eg5s337	Mediterranean Universities Union	P527	has part(s)	00dmpgj58	University of Sousse
033p9g875	National Polytechnic Institute of Toulouse	P527	has part(s)	013948m30	École Nationale Supérieure des Ingénieurs en Arts Chimiques et Technologiques
04vg4mg18		P361	part of	00rcxh774	University of Cologne
00h0z3d69	Exeter Northcott Theatre	P361	part of	03yghzc09	University of Exeter
0305k8y39		P361	part of	05qj6w324	Nationale Forschungsdateninfrastruktur
02pkrn365	University College Hospital at Westmoreland Street	P361	part of	02wnqcb97	National Health Service
00mv6sv71	University of Zagreb	P527	has part(s)	03wtvtx73	
03z6cqs20	Hospital Materno-Infantil	P361	part of	01mqsmm97	Hospital Regional Universitario de Málaga
00c4zhw53	Open Group	P527	has part(s)	059rn9488	Hewlett-Packard (United States)
038mdqs58	D.F. Chebotarev Institute of Gerontology	P361	part of	042dnf796	National Academy of Medical Sciences of Ukraine
038v7xb98	International Institute for Geo-Information Science and Earth Observation	P361	part of	006hf6230	University of Twente
03d4ecn10	Naval Surface Warfare Center	P527	has part(s)	04q54n515	NSWC Corona Division
029d98p07	Southampton Children's Hospital	P361	part of	02wnqcb97	National Health Service
04p4gjp18	Center of Excellence on Hazardous Substance Management	P361	part of	028wp3y58	Chulalongkorn University
05e0nrg39	Africare	P361	part of	00t6yjn93	Africare
03scae842		P361	part of	0447fe631	United States Department of Defense
03pmgn266	Faculty of Applied Social Studies in Nova Gorica	P361	part of	00mw0tw28	University of Nova Gorica
02gcp3110	Charing Cross Hospital	P361	part of	02wnqcb97	National Health Service
054gk2851	St Thomas' Hospital	P361	part of	02wnqcb97	National Health Service
05xekmj63	Sir Robert Peel Community Hospital	P361	part of	02wnqcb97	National Health Service
04eg5s337	Mediterranean Universities Union	P527	has part(s)	03gc39678	Antonine University
05ryy9n88		P361	part of	02qsmb048	University of Belgrade
019axjh19	ECAM Institut Supérieur Industriel	P361	part of	04vmtqg68	Haute École Léonard de Vinci
029cgt552	Tunis El Manar University	P527	has part(s)	04pwyer06	Institut Pasteur de Tunis
01j5zzr31	Open Group	P527	has part(s)	006c77m33	Oracle (United States)
00y0jw647	Hospital da Senhora da Oliveira Guimarães	P361	part of	020j5zv28	
05339ng12	Polytech Lille	P361	part of	02kzqn938	University of Lille
01h5xyq84	Historic Environment Scotland	P361	part of	04v2xmd71	Scottish Government
0493yt138	Thüringer Universitäts- und Landesbibliothek	P361	part of	05qpz1x62	Friedrich Schiller University Jena
055jskg35	Eastman Dental Hospital	P361	part of	02wnqcb97	National Health Service
036f4sz05	Łukasiewicz Research Network	P527	has part(s)	03pw76589	Łukasiewicz Research Network - Metal Forming Institute
015803449	South London and Maudsley NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
00gnxy738	UK Web Archive	P361	part of	03rjyp183	National Library of Wales
00c4zhw53	Open Group	P527	has part(s)	02p2bgp27	Philips (Netherlands)
01wspv808	Norfolk and Norwich University Hospitals NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
01wzvw032		P361	part of	02ezch769	Polytechnic University of Hauts-de-France
0264sz467		P361	part of	01bnjb948	Netherlands Organisation for Applied Scientific Research
00wrevg56	University College Hospital	P361	part of	02wnqcb97	National Health Service
04hp7kk26	Valaya Alongkorn Rajabhat University	P361	part of	01g4rg913	Rajabhat University System
04jthgw29		P361	part of	03zga2b32	University of Bergen
024d6js02	Charles University	P527	has part(s)	0362ttz08	Center for Economic Research and Graduate Education – Economics Institute
02yq33n72	Maidstone and Tunbridge Wells NHS Trust	P361	part of	02wnqcb97	National Health Service
04vccmr34	Medisch Centrum Alkmaar	P361	part of	00bc64s87	Noordwest Ziekenhuisgroep
02vwykf33	ISEN Méditerranée	P361	part of	017h2rd72	Institut Supérieur de l'Électronique et du Numérique
04eg5s337	Mediterranean Universities Union	P527	has part(s)	02fvkg758	Middle Technical University
024ng9141	Transport Analysis	P361	part of	03wt3br81	Ministry of Enterprise, Energy and Communications
03hqfkf51		P361	part of	013yc5d80	
0153sam53	Veterinary and Agrochemical Research Centre	P361	part of	01rwa8h06	
04jq4p608	Hospital Garcia de Orta	P361	part of	020j5zv28	
01dd1x730	Clinique Saint Jean	P527	has part(s)	05cmp5q80	Centre Hospitalier Universitaire de Saint-Pierre
01h6hv014	Hôpital Saint-Julien	P361	part of	016ncsr12	Centre Hospitalier Universitaire de Nancy
00qs2ka20	East Los Angeles College	P361	part of	04rhvbz32	California Community Colleges System
036f4sz05	Łukasiewicz Research Network	P527	has part(s)	004q3d116	Institute of Biopolymers and Chemical Fibres
03a4sp974		P361	part of	05qj6w324	Nationale Forschungsdateninfrastruktur
01g4rg913	Rajabhat University System	P527	has part(s)	0247pbj10	Ubon Ratchathani Rajabhat University
04ce9mt19	Hoover Institution	P361	part of	00f54p054	Stanford University
020sr6z07	Centro Hospitalar Lisboa Norte	P527	has part(s)	02cg59151	Hospital Pulido Valente
0003ang68	Federal Forestry Agency of Russia	P361	part of	052w5r042	Ministry of Natural Resources and Environment
03c4mmv16	University of Ottawa	P527	has part(s)	048tf4023	
02r29r389	Hôpital André Mignot	P361	part of	053evvt91	Centre Hospitalier de Versailles
03423gs92		P361	part of	03d1maw17	University of Namur
04eg5s337	Mediterranean Universities Union	P527	has part(s)	00r8w8f84	Mohammed V University
05m3qrs33	Ipswich Hospital	P361	part of	02wnqcb97	National Health Service
017qpw206	Welsh Ambulance Services NHS Trust	P361	part of	04a496k07	National Health Service Wales
01sr2h546	Hôpital Émile-Roux	P361	part of	00pg5jh14	Assistance Publique – Hôpitaux de Paris
036metx20	Chinese People's Armed Police General Hospital	P361	part of	011gh0524	
05k73zm37	Academy of Finland	P361	part of	02w52zt87	Ministry of Education and Culture
01kw5gs17		P361	part of	02wnqcb97	National Health Service
04jbyz122	Edmond and Lily Safra Children's Hospital	P361	part of	020rzx487	Sheba Medical Center
04kn56m50		P361	part of	042pgcv68	China Academy of Chinese Medical Sciences
03aqz1r62	British High Commission Nairobi	P361	part of	02vtmh618	Foreign and Commonwealth Office
05c9p1x46	Bicêtre Hospital	P361	part of	01s0ssk34	
04eg5s337	Mediterranean Universities Union	P527	has part(s)	028jh2126	Al al-Bayt University
006zjws59	University of Vic	P361	part of	00cf1wm13	Conferencia de Rectores de las Universidades Españolas
03qyvw759	St Mary's Hospital	P361	part of	02wnqcb97	National Health Service
02nx8n605	TU9	P527	has part(s)	010nsgg66	Technische Universität Braunschweig
05fnsjm04	Brooklands Hospital	P361	part of	02wnqcb97	National Health Service
00p9p2506	Ministry of Transport	P361	part of	027acbb13	Government of the Czech Republic
01zpp3d44	Homerton University Hospital NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
04h7zpy51		P361	part of	04988re48	Polytechnic Institute of Porto
02j016891	Australian Marine Mammal Centre	P361	part of	05e89k615	Australian Antarctic Division
00pg5jh14	Assistance Publique – Hôpitaux de Paris	P527	has part(s)	01m11mf96	Hôpital Broca
03e2syc87	Maison Asie Pacifique	P527	has part(s)	03bcyhr16	Irasia Recherche
05xzdtn10	Center for Research Resources and Energy Consumption	P361	part of	0425pg203	Gobierno de Aragón
01jem9c82	Regional Government of Andalusia	P527	has part(s)	02nkg1w23	
013w2d378	Institute for Information Transmission Problems	P361	part of	05qrfxd25	Russian Academy of Sciences
02q97rh88	Shotley Bridge Hospital	P361	part of	02wnqcb97	National Health Service
05tkcgz23	Crediton Hospital	P361	part of	02wnqcb97	National Health Service
02be22443	Ferdinand-Braun-Institut	P361	part of	03v5tv953	Wista (Germany)
03zefc030	Lancashire Care NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
040zb1w28	Estonian Information Technology College	P361	part of	0443cwa12	Tallinn University of Technology
055a6nt34	Servizio Sanitario Nazionale	P527	has part(s)	029fngx98	Servizio sanitario dell'Emilia-Romagna
015m7wh34	University of Rennes	P527	has part(s)	01sc83v92	École des Hautes Études en Santé Publique
012s3r374	Ministry of Science, Technology and Innovation	P527	has part(s)	02p9mk956	Malaysian Nuclear Agency
00za53h95	Johns Hopkins University	P527	has part(s)	02nfzhn33	Johns Hopkins University School of Medicine
03scbek41	Royal Orthopaedic Hospital	P361	part of	02wnqcb97	National Health Service
035xbae69	Lymington New Forest Hospital	P361	part of	02wnqcb97	National Health Service
01vfsab41	University of North Carolina School of the Arts	P361	part of	04tj63d06	North Carolina State University
05cv4zg26	Wirral University Teaching Hospital NHS Foundation Trust	P361	part of	02wnqcb97	National Health Service
00cdz3124	Hospital General Universitario Santa María del Rosell	P361	part of	055bn0x53	Servicio Murciano de Salud
0367sye10	Atrium Medisch Centrum Parkstad	P527	has part(s)	0285m5c69	De Wever-Ziekenhuis
037jk8996	Institute of Ecology of Mountain Territories	P361	part of	031aa5q21	Kabardino-Balkarian Scientific Center
00ezjkn15	Institute of Solid State Physics	P361	part of	05qrfxd25	Russian Academy of Sciences
05pq7y258	Police of the Czech Republic	P527	has part(s)	03mw9hb85	
0462yrd97	Leukemia & Lymphoma Society of Canada	P361	part of	04m0xav37	Leukemia and Lymphoma Society
04eg5s337	Mediterranean Universities Union	P527	has part(s)	033003e23	Tampere University
0530vbv92	Oxfam Solidarité	P361	part of	022283x63	Oxfam
03adhka07	Swiss Tropical and Public Health Institute	P361	part of	02s6k3f65	University of Basel
017k80q27	Birmingham Children's Hospital	P361	part of	02wnqcb97	National Health Service
03bvtv586		P361	part of	02kmtwp90	Government of Portugal
020sr6z07	Centro Hospitalar Lisboa Norte	P527	has part(s)	05bz1tw26	Hospital de Santa Maria
01w44h058	Tartu Academy of Theology	P361	part of	01k5wet88	Institute of Theology of Estonian Evangelical Lutheran Church
03fpftn22		P361	part of	02qsmb048	University of Belgrade
0060pja03		P361	part of	033n9gh91	Carl von Ossietzky University of Oldenburg
02r6k7132	Chiang Mai Rajabhat University	P361	part of	01g4rg913	Rajabhat University System
026g3h106	University College Hospital Macmillan Cancer Centre	P361	part of	02wnqcb97	National Health Service
05e9bn444	Institute of Mathematical Sciences	P361	part of	02gfc7t72	Spanish National Research Council
02kcc1z29		P361	part of	05t6gpm70	University of California Davis Medical Center
01d2qgg03		P361	part of	05qj6w324	Nationale Forschungsdateninfrastruktur
03ssvsv78		P527	has part(s)	0507j3z22	
058y6mx80	Shipley Hospital	P361	part of	02wnqcb97	National Health Service
0303d1x26	Polydoro Ernani de São Thiago University Hospital	P361	part of	041akq887	Universidade Federal de Santa Catarina
